main_sound,level,hanja,meaning
이,특급Ⅱ,荑,흰비름
이,특급Ⅱ,肄,익힐
이,특급Ⅱ,邇,가까울
이,특급,洟,콧물
이,특급,詒,줄
이,특급,苢,질경이
이,특급,樲,멧대추나무
이,특급,异,그만둘
이,특급,刵,귀벨
이,특급,桋,가시목
이,특급,訑,자랑할
이,특급,杝,나무이름
이,특급,彝,떳떳할
이,특급,頤,턱
이,특급,迤,든든할
익,4급Ⅱ,益,더할
익,3급Ⅱ,翼,날개
익,2급,翊,도울
익,1급,翌,다음날
익,특급Ⅱ,謚,빙그레할
익,특급Ⅱ,瀷,물이름
익,특급,弋,주살
인,8급,人,사람
인,5급,因,인할
인,4급Ⅱ,印,도장
인,4급Ⅱ,引,끌
인,4급Ⅱ,認,알知
인,4급,仁,어질
인,3급Ⅱ,忍,참을
인,3급,寅,범虎
인,3급,姻,혼인
인,2급,刃,칼날
인,1급,蚓,지렁이
인,1급,靭,질길
인,1급,咽,목구멍
인,1급,湮,묻힐
인,특급Ⅱ,茵,자리
인,특급Ⅱ,靷,가슴걸이
인,특급Ⅱ,絪,기운
인,특급,駰,회색얼룩말
인,특급,陻,막을
인,특급,仞,길
인,특급,夤,공손할
인,특급,禋,제사지낼
인,특급,牣,가득할
인,특급,訒,말더듬거릴
인,특급,闉,성문
인,특급,軔,바퀴고임나무
일,8급,一,한
일,8급,日,날
일,3급Ⅱ,逸,편안할
일,2급,壹,한
일,2급,佾,줄춤
일,2급,鎰,무게이름
일,1급,溢,넘칠
일,1급,佚,편안
일,특급Ⅱ,馹,역말驛馬
일,특급,泆,음탕할
임,5급Ⅱ,任,맡길
임,3급Ⅱ,壬,북방
임,3급Ⅱ,賃,품삯
임,2급,妊,아이밸
임,특급Ⅱ,恁,생각할
임,특급Ⅱ,荏,들깨
임,특급Ⅱ,稔,익을
임,특급Ⅱ,姙,아이밸妊
임,특급,袵,옷깃
임,특급,衽,옷깃
입,7급,入,들
입,특급Ⅱ,卄,스물廿
잉,1급,剩,남을
잉,1급,孕,아이밸
잉,특급Ⅱ,仍,인할
잉,특급Ⅱ,芿,새풀싹
잉,특급,陾,담쌓는소리
자,7급Ⅱ,子,아들
자,7급Ⅱ,自,스스로
자,7급,字,글자
자,6급,者,놈
자,4급,資,재물
자,4급,姿,모양
자,4급,姉,손윗누이
자,3급Ⅱ,紫,자줏빛
자,3급Ⅱ,慈,사랑
자,3급Ⅱ,刺,찌를
자,3급,恣,마음대로
자,3급,玆,이
자,2급,磁,자석
자,2급,諮,물을
자,2급,雌,암컷
자,2급,滋,불을益
자,1급,疵,허물
자,1급,仔,자세할
자,1급,蔗,사탕수수
자,1급,炙,구울
자,1급,煮,삶을
자,1급,藉,깔
자,1급,瓷,사기그릇
자,특급Ⅱ,咨,차탄할
자,특급Ⅱ,孜,부지런할
자,특급Ⅱ,茨,남가새
자,특급,鼒,옹솥
자,특급,孶,새끼칠
자,특급,赭,붉은흙
자,특급,鎡,호미
자,특급,秭,천억
자,특급,訿,훼방할
자,특급,貲,재물
자,특급,訾,훼방할
자,특급,茲,초목무성할
자,특급,胾,고깃점
자,특급,耔,북돋울
자,특급,粢,서직
자,특급,柘,메뽕나무
자,특급,胏,밥찌끼
작,6급Ⅱ,作,지을
작,6급Ⅱ,昨,어제
작,3급,酌,술부을
작,3급,爵,벼슬
작,1급,炸,터질
작,1급,勺,구기
작,1급,灼,불사를
작,1급,綽,너그러울
작,1급,嚼,씹을
작,1급,芍,함박꽃
작,1급,雀,참새
작,1급,鵲,까치
작,특급Ⅱ,斫,쪼갤
작,특급,柞,떡갈나무
잔,4급,殘,남을
잔,1급,盞,잔
잔,1급,棧,사다리
잔,특급Ⅱ,潺,물졸졸흐를
잔,특급Ⅱ,孱,잔약할
잔,특급,僝,갖출
잠,3급Ⅱ,暫,잠깐
잠,3급Ⅱ,潛,잠길
잠,2급,蠶,누에
잠,1급,箴,경계
잠,1급,簪,비녀
잠,특급Ⅱ,岑,산높을
잡,4급,雜,섞일
장,8급,長,긴
장,7급Ⅱ,場,마당
장,6급,章,글
장,4급Ⅱ,將,장수
장,4급Ⅱ,障,막을
장,4급,獎,장려할
장,4급,裝,꾸밀
장,4급,腸,창자
장,4급,張,베풀
장,4급,壯,장할
장,4급,帳,장막
장,3급Ⅱ,莊,씩씩할
장,3급Ⅱ,葬,장사지낼
장,3급Ⅱ,臟,오장
장,3급Ⅱ,粧,단장할
장,3급Ⅱ,掌,손바닥
장,3급Ⅱ,丈,어른
장,3급Ⅱ,藏,감출
장,3급,墻,담
장,2급,獐,노루
장,2급,庄,전장(田莊)
장,2급,璋,홀圭
장,2급,蔣,성(姓)
장,1급,檣,돛대
장,1급,薔,장미
장,1급,漿,즙
장,1급,醬,장
장,1급,杖,지팡이
장,1급,匠,장인
장,1급,仗,의장(儀仗)
장,특급Ⅱ,贓,장물
장,특급Ⅱ,牆,담
장,특급Ⅱ,臧,착할
장,특급Ⅱ,樟,녹나무
장,특급Ⅱ,欌,장롱
장,특급Ⅱ,暲,해돋을
장,특급,漳,물이름
장,특급,粻,양식
장,특급,斨,도끼
장,특급,鏘,옥소리
장,특급,牂,암양
장,특급,戕,찌를
장,특급,奘,클
장,특급,萇,보리수
재,6급Ⅱ,才,재주
재,6급,在,있을
재,5급Ⅱ,財,재물
재,5급Ⅱ,材,재목
재,5급,災,재앙
재,5급,再,두
재,3급Ⅱ,栽,심을
재,3급Ⅱ,裁,옷마를
재,3급Ⅱ,載,실을
재,3급,哉,어조사
재,3급,宰,재상
재,1급,齋,재계할
재,1급,滓,찌끼
재,특급Ⅱ,梓,가래나무
재,특급Ⅱ,齎,가질
재,특급Ⅱ,縡,일事
재,특급Ⅱ,渽,강이름
재,특급,灾,재앙
재,특급,纔,겨우
재,특급,賫,가질
쟁,5급,爭,다툴
쟁,1급,錚,쇳소리
쟁,특급Ⅱ,箏,쟁악기이름
쟁,특급Ⅱ,諍,간할
저,5급,貯,쌓을
저,4급Ⅱ,低,낮을
저,4급,底,밑
저,3급Ⅱ,著,나타날
저,3급Ⅱ,抵,막을抗
저,2급,沮,막을遮
저,1급,狙,원숭이
저,1급,豬,돼지
저,1급,箸,젓가락
저,1급,咀,씹을
저,1급,詛,저주할
저,1급,躇,머뭇거릴
저,1급,邸,집
저,1급,觝,씨름
저,특급Ⅱ,姐,맏누이
저,특급Ⅱ,齟,이어긋날
저,특급Ⅱ,這,이
저,특급Ⅱ,藷,감자
저,특급Ⅱ,菹,김치
저,특급Ⅱ,苧,모시
저,특급Ⅱ,雎,물수리
저,특급Ⅱ,疽,종기
저,특급Ⅱ,紵,모시
저,특급Ⅱ,佇,우두커니설
저,특급Ⅱ,杵,공이
저,특급Ⅱ,楮,닥나무
저,특급Ⅱ,樗,가죽나무
저,특급Ⅱ,渚,물가
저,특급Ⅱ,猪,돼지豬
저,특급Ⅱ,儲,쌓을
저,특급,羜,새끼양
저,특급,氐,근본
저,특급,罝,짐승그물
저,특급,砠,돌산
저,특급,疷,앓을
저,특급,苴,암삼
저,특급,羝,숫양
저,특급,杼,북(織具)
저,특급,筯,젓가락
적,5급Ⅱ,的,과녁
적,5급,赤,붉을
적,4급Ⅱ,敵,대적할
적,4급,積,쌓을
적,4급,籍,문서
적,4급,適,맞을
적,4급,績,길쌈
적,4급,賊,도둑
적,3급Ⅱ,跡,발자취
적,3급Ⅱ,寂,고요할
적,3급Ⅱ,笛,피리
적,3급Ⅱ,摘,딸手收
적,3급Ⅱ,蹟,자취
적,3급,滴,물방울
적,1급,嫡,정실
적,1급,謫,귀양갈
적,1급,狄,오랑캐
적,1급,迹,자취
적,특급Ⅱ,荻,물억새
적,특급Ⅱ,迪,나아갈
적,특급Ⅱ,鏑,살촉
적,특급Ⅱ,勣,공(功)
적,특급Ⅱ,翟,꿩
적,특급,糴,쌀사들일
적,특급,趯,뛸
적,특급,逖,멀
적,특급,籊,가늘고길
적,특급,覿,볼
적,특급,踖,조심해서걸을
전,7급Ⅱ,電,번개
전,7급Ⅱ,前,앞
전,7급Ⅱ,全,온전
전,6급Ⅱ,戰,싸움
전,5급Ⅱ,傳,전할
전,5급Ⅱ,典,법
전,5급Ⅱ,展,펼
전,4급Ⅱ,田,밭
전,4급,專,오로지
전,4급,轉,구를
전,4급,錢,돈
전,3급Ⅱ,殿,전각
전,2급,甸,경기
전,1급,塡,메울
전,1급,箋,기록할
전,1급,餞,보낼
전,1급,顫,떨
전,1급,顚,엎드러질
전,1급,銓,사람가릴
전,1급,輾,돌아누울
전,1급,纏,얽을
전,1급,栓,마개
전,1급,箭,살矢
전,1급,廛,가게
전,1급,癲,미칠
전,1급,煎,달일
전,1급,澱,앙금
전,1급,剪,가위
전,1급,氈,담(毯)
전,1급,悛,고칠
전,1급,篆,전자(篆字)
전,1급,奠,정할
전,특급Ⅱ,筌,통발
전,특급Ⅱ,佺,신선이름
전,특급Ⅱ,塼,벽돌甎
전,특급Ⅱ,佃,밭갈
전,특급Ⅱ,鈿,비녀
전,특급Ⅱ,鐫,새길
전,특급Ⅱ,詮,갖출
전,특급Ⅱ,畑,화전
전,특급Ⅱ,琠,옥이름
전,특급,腆,두터울
전,특급,翦,자를
전,특급,邅,머뭇거릴
전,특급,靦,부끄러울
전,특급,顓,오로지
전,특급,闐,성할
전,특급,旃,기(旗)
전,특급,巓,산꼭대기
전,특급,戩,다할
전,특급,荃,향초
전,특급,瘨,앓을
전,특급,牷,희생
전,특급,瀍,물이름
전,특급,鱣,전어
전,특급,飦,죽
전,특급,畋,사냥할
절,5급Ⅱ,節,마디
절,5급Ⅱ,切,끊을
절,4급Ⅱ,絶,끊을
절,4급,折,꺾을
절,3급,竊,훔칠
절,1급,截,끊을
절,특급Ⅱ,浙,강이름
절,특급Ⅱ,癤,부스럼
절,특급,晢,밝을
절,특급,晣,밝을
점,5급Ⅱ,店,가게
점,4급,點,점
점,4급,占,점령할 점
점,3급Ⅱ,漸,점점
점,1급,霑,젖을
점,1급,粘,붙을
점,특급Ⅱ,岾,고개
점,특급Ⅱ,鮎,메기
점,특급Ⅱ,点,점點
점,특급,玷,옥티
점,특급,墊,빠질
점,특급,坫,잔돌려놓는자리
점,특급,簟,대자리
접,4급Ⅱ,接,이을
접,3급,蝶,나비
접,특급Ⅱ,摺,접을
정,7급Ⅱ,正,바를
정,6급Ⅱ,庭,뜰
정,6급,定,정할
정,5급Ⅱ,情,뜻
정,5급,停,머무를
정,4급Ⅱ,政,정사(政事)
정,4급Ⅱ,程,한도
정,4급Ⅱ,精,정할
정,4급,靜,고요할
정,4급,丁,고무래
정,4급,整,가지런할
정,3급Ⅱ,淨,깨끗할
정,3급Ⅱ,頂,정수리
정,3급Ⅱ,井,우물
정,3급Ⅱ,亭,정자
정,3급Ⅱ,廷,조정
정,3급Ⅱ,貞,곧을
정,3급Ⅱ,征,칠
정,3급,訂,바로잡을
정,2급,艇,배
정,2급,偵,염탐할
정,2급,呈,드릴
정,2급,汀,물가
정,2급,楨,광나무
정,2급,晶,맑을
정,2급,鼎,솥
정,2급,鄭,나라
정,2급,禎,상서로울
정,2급,旌,기
정,2급,珽,옥이름
정,1급,錠,덩이
정,1급,挺,빼어날
정,1급,町,밭두둑
정,1급,睛,눈동자
정,1급,碇,닻
정,1급,穽,함정
정,1급,釘,못
정,1급,靖,편안할
정,1급,幀,그림족자
정,1급,酊,술취할
정,특급Ⅱ,淀,얕은물
정,특급Ⅱ,湞,물이름
정,특급Ⅱ,炡,빛날
정,특급Ⅱ,渟,물괼
정,특급Ⅱ,晸,동틀
정,특급Ⅱ,姃,단정할
정,특급Ⅱ,鉦,징
정,특급Ⅱ,諪,조정할
정,특급Ⅱ,鋌,쇳덩이
정,특급Ⅱ,綎,인끈
정,특급Ⅱ,檉,능수버들
정,특급Ⅱ,瀞,맑을
정,특급Ⅱ,霆,벼락
정,특급Ⅱ,玎,옥 소리
정,특급,梃,몽둥이
정,특급,阱,함정
정,특급,赬,붉을
정,특급,裎,옷벗을
정,특급,涏,물결곧을
정,특급,靚,단장할
정,특급,鋥,칼날세울
정,특급,酲,숙취
정,특급,桯,탁자
정,특급,棖,문설주
정,특급,珵,옥이름
제,8급,弟,아우
제,6급Ⅱ,第,차례
제,6급Ⅱ,題,제목
제,4급Ⅱ,濟,건널
제,4급Ⅱ,提,끌
제,4급Ⅱ,制,절제할
제,4급Ⅱ,製,지을
제,4급Ⅱ,除,덜
제,4급Ⅱ,際,즈음
제,4급Ⅱ,祭,제사
제,4급,帝,임금
제,3급Ⅱ,諸,모두
제,3급Ⅱ,齊,가지런할
제,3급,堤,둑
제,2급,劑,약제
제,1급,啼,울
제,1급,梯,사다리
제,1급,悌,공손할
제,1급,蹄,굽
제,특급Ⅱ,醍,제호
제,특급Ⅱ,霽,갤
제,특급Ⅱ,薺,냉이
제,특급Ⅱ,臍,배꼽
제,특급,隮,오를
제,특급,禔,편안할
제,특급,鵜,사다새
제,특급,穧,볏단
제,특급,泲,물이름
제,특급,懠,성낼
제,특급,嚌,맛볼
제,특급,隄,둑
제,특급,躋,오를
제,특급,稊,가라지
제,특급,瑅,옥이름
제,특급,娣,제수
제,특급,蠐,굼벵이
조,7급,祖,할아비
조,6급,朝,아침
조,5급Ⅱ,調,고를
조,5급,操,잡을
조,4급Ⅱ,鳥,새
조,4급Ⅱ,助,도울
조,4급Ⅱ,早,이를
조,4급Ⅱ,造,지을
조,4급,條,가지
조,4급,潮,밀물
조,4급,組,짤
조,3급Ⅱ,租,조세
조,3급Ⅱ,照,비칠
조,3급Ⅱ,兆,억조
조,3급,燥,마를
조,3급,弔,조상할
조,2급,措,둘置
조,2급,釣,낚을
조,2급,彫,새길
조,2급,趙,나라
조,2급,曺,성(姓)
조,2급,祚,복(福)
조,1급,詔,조서
조,1급,藻,마름
조,1급,躁,조급할
조,1급,阻,막힐
조,1급,凋,시들
조,1급,嘲,비웃을
조,1급,曹,무리
조,1급,棗,대추
조,1급,粗,거칠
조,1급,肇,비롯할
조,1급,遭,만날
조,1급,槽,구유
조,1급,繰,고치켤
조,1급,糟,지게미
조,1급,稠,빽빽할
조,1급,漕,배로실어나를
조,1급,爪,손톱
조,1급,眺,볼
조,특급Ⅱ,蚤,벼룩
조,특급Ⅱ,俎,도마
조,특급Ⅱ,晁,아침
조,특급Ⅱ,璪,면류관장식
조,특급Ⅱ,雕,아로새길
조,특급Ⅱ,吊,조상할弔
조,특급Ⅱ,窕,그윽할
조,특급,鞗,고삐
조,특급,阼,동편섬돌
조,특급,螬,굼벵이
조,특급,蓧,삼태기
조,특급,罩,가리
조,특급,旐,기
조,특급,慥,독실할
조,특급,鰷,피라미
조,특급,殂,죽을
조,특급,皂,검을
조,특급,佻,경박할
조,특급,洮,씻을
조,특급,鼂,아침
조,특급,蜩,매미
조,특급,蔦,담쟁이덩굴
조,특급,竈,부엌
조,특급,皁,검을
조,특급,恌,경박할
조,특급,懆,근심할
조,특급,徂,갈
족,7급Ⅱ,足,발
족,6급,族,겨레
족,1급,簇,가는대小竹
족,특급Ⅱ,鏃,살촉
존,4급Ⅱ,尊,높을
존,4급,存,있을
졸,5급Ⅱ,卒,마칠
졸,3급,拙,졸할
졸,1급,猝,갑자기
종,5급Ⅱ,種,씨
종,5급,終,마칠
종,4급Ⅱ,宗,마루
종,4급,鍾,쇠북
종,4급,從,좇을
종,3급Ⅱ,縱,세로
종,2급,綜,모을
종,2급,琮,옥홀
종,1급,踵,발꿈치
종,1급,慫,권할
종,1급,腫,종기
종,1급,踪,자취
종,특급Ⅱ,棕,종려나무椶
종,특급Ⅱ,淙,물소리
종,특급Ⅱ,悰,즐길
종,특급Ⅱ,鐘,쇠북
종,특급Ⅱ,倧,신인(神人)
종,특급,螽,메뚜기
종,특급,尰,수중다리
종,특급,蹤,자취
종,특급,瑽,패옥소리
종,특급,豵,돼지새끼
종,특급,樅,전나무
종,특급,鬷,모일
종,특급,椶,종려나무
좌,7급Ⅱ,左,왼
좌,4급,座,자리
좌,3급Ⅱ,坐,앉을
좌,3급,佐,도울
좌,1급,挫,꺾을
좌,특급,脞,잗달
죄,5급,罪,허물
주,7급,住,살
주,7급,主,임금
주,6급Ⅱ,注,부을
주,6급,晝,낮
주,5급Ⅱ,週,주일
주,5급Ⅱ,州,고을
주,4급Ⅱ,走,달릴
주,4급,酒,술
주,4급,朱,붉을
주,4급,周,두루
주,3급Ⅱ,柱,기둥
주,3급Ⅱ,珠,구슬
주,3급Ⅱ,株,그루
주,3급Ⅱ,奏,아뢸
주,3급Ⅱ,洲,물가
주,3급Ⅱ,鑄,쇠불릴
주,3급Ⅱ,宙,집
주,3급,舟,배
주,2급,駐,머무를
주,2급,疇,이랑
주,1급,躊,머뭇거릴
주,1급,輳,몰려들
주,1급,誅,벨
주,1급,做,지을
주,1급,胄,자손
주,1급,呪,빌
주,1급,嗾,부추길
주,1급,廚,부엌
주,1급,紂,주임금
주,1급,紬,명주
주,1급,註,글뜻풀
주,특급Ⅱ,澍,단비
주,특급Ⅱ,侏,난쟁이
주,특급Ⅱ,湊,모일
주,특급Ⅱ,炷,심지
주,특급Ⅱ,籌,산가지
주,특급Ⅱ,冑,투구
주,특급Ⅱ,蛛,거미
주,특급Ⅱ,綢,빽빽할
주,특급Ⅱ,酎,진한술
주,특급Ⅱ,姝,예쁠
주,특급,妵,여자예쁜모양
주,특급,侜,가릴
주,특급,幬,휘장
주,특급,裯,홑이불
주,특급,輈,수레채
주,특급,遒,굳셀
주,특급,咮,새부리
주,특급,燽,드러날
주,특급,譸,속일
주,특급,躕,머뭇거릴
주,특급,邾,나라이름
주,특급,馵,뒷발이흰말
주,특급,霔,시우
죽,4급Ⅱ,竹,대
죽,특급Ⅱ,粥,죽
죽,특급,鬻,죽
준,4급Ⅱ,準,준할
준,3급,遵,좇을
준,3급,俊,준걸
준,2급,准,비준
준,2급,駿,준마
준,2급,濬,깊을
준,2급,浚,깊게할
준,2급,晙,밝을
준,2급,峻,높을
준,2급,埈,높을
준,1급,竣,마칠
준,1급,樽,술통
준,1급,蠢,꾸물거릴
준,특급Ⅱ,畯,농부
준,특급Ⅱ,儁,영특할
준,특급Ⅱ,雋,영특할
준,특급Ⅱ,逡,물러갈
준,특급Ⅱ,寯,모을
준,특급Ⅱ,焌,불태울
준,특급,噂,수군거릴
준,특급,埻,과녁
준,특급,蹲,걸어앉을
준,특급,隼,새매
준,특급,鱒,송어
줄,특급Ⅱ,茁,풀싹
줄,특급,崒,산높을
중,8급,中,가운데
중,7급,重,무거울
중,4급Ⅱ,衆,무리
중,3급Ⅱ,仲,버금
즉,3급Ⅱ,卽,곧
즐,1급,櫛,빗
즐,특급,騭,수말
즙,1급,葺,기울
즙,1급,汁,즙
즙,특급Ⅱ,緝,거둘
즙,특급Ⅱ,楫,노
즙,특급,濈,화목할
즙,특급,戢,거둘
증,4급Ⅱ,增,더할
증,4급,證,증거
증,3급Ⅱ,憎,미울
증,3급Ⅱ,曾,일찍
증,3급Ⅱ,症,증세
증,3급Ⅱ,蒸,찔
증,3급,贈,줄送
증,특급Ⅱ,甑,시루
증,특급Ⅱ,拯,건질
증,특급Ⅱ,烝,찔
증,특급Ⅱ,繒,비단
증,특급,璔,옥(玉)
지,7급,紙,종이
지,7급,地,따
지,5급Ⅱ,知,알
지,5급,止,그칠
지,4급Ⅱ,志,뜻
지,4급Ⅱ,指,가리킬
지,4급Ⅱ,支,지탱할
지,4급Ⅱ,至,이를
지,4급,持,가질
지,4급,智,슬기
지,4급,誌,기록할
지,3급Ⅱ,之,갈
지,3급Ⅱ,池,못
지,3급Ⅱ,枝,가지
지,3급,只,다만
지,3급,遲,더딜
지,2급,脂,기름
지,2급,旨,뜻
지,2급,芝,지초
지,2급,址,터
지,1급,咫,여덟치
지,1급,摯,잡을
지,1급,枳,탱자
지,1급,祉,복(福)
지,1급,肢,팔다리
지,특급Ⅱ,漬,적실
지,특급Ⅱ,芷,구릿대
지,특급Ⅱ,砥,숫돌
지,특급Ⅱ,贄,폐백
지,특급Ⅱ,蜘,거미
지,특급Ⅱ,沚,물가
지,특급Ⅱ,祗,공경할
지,특급Ⅱ,趾,발
지,특급,篪,저笛
지,특급,踟,머뭇거릴
지,특급,蚳,개미알
지,특급,輊,수레숙어질
지,특급,鋕,새길
지,특급,坻,모래섬
직,7급Ⅱ,直,곧을
직,4급Ⅱ,職,직분
직,4급,織,짤
직,2급,稷,피穀名
직,2급,稙,올벼
진,4급Ⅱ,進,나아갈
진,4급Ⅱ,眞,참
진,4급,珍,보배
진,4급,盡,다할
진,4급,陣,진칠
진,3급Ⅱ,陳,베풀 진
진,3급Ⅱ,震,우레
진,3급Ⅱ,鎭,진압할
진,3급Ⅱ,辰,별
진,3급Ⅱ,振,떨칠
진,2급,診,진찰할
진,2급,津,나루
진,2급,塵,티끌
진,2급,秦,성(姓)
진,2급,晋,진나라
진,1급,嗔,성낼
진,1급,疹,마마
진,특급Ⅱ,唇,놀랄
진,특급Ⅱ,瑨,옥돌
진,특급Ⅱ,溱,많을
진,특급Ⅱ,榛,개암나무
진,특급Ⅱ,軫,수레뒤턱나무
진,특급Ⅱ,晉,성(姓)
진,특급Ⅱ,畛,밭두렁
진,특급Ⅱ,搢,꽂을
진,특급Ⅱ,瞋,부릅뜰
진,특급Ⅱ,縝,맺을
진,특급Ⅱ,臻,이를
진,특급Ⅱ,蔯,사철쑥
진,특급Ⅱ,桭,처마
진,특급Ⅱ,賑,진휼
진,특급Ⅱ,縉,꽂을
진,특급Ⅱ,璡,옥돌
진,특급Ⅱ,殄,끊을
진,특급Ⅱ,袗,홑옷
진,특급,鬒,숱많고검을
진,특급,螓,쓰르라미
진,특급,禛,복받을
진,특급,蓁,우거질
진,특급,瑱,귀막이옥
진,특급,紾,비틀
질,5급Ⅱ,質,바탕
질,3급Ⅱ,疾,병
질,3급Ⅱ,秩,차례
질,3급,姪,조카
질,2급,窒,막힐
질,1급,帙,책권차례
질,1급,桎,차꼬
질,1급,膣,음도
질,1급,叱,꾸짖을
질,1급,跌,거꾸러질
질,1급,迭,갈마들
질,1급,嫉,미워할
질,특급Ⅱ,蛭,거머리
질,특급Ⅱ,侄,어리석을
질,특급Ⅱ,瓆,사람이름
질,특급,垤,개밋둑
질,특급,絰,요질
질,특급,銍,짧은낫
질,특급,蒺,남가새
질,특급,礩,주춧돌
질,특급,挃,벼벨
질,특급,耋,늙을
질,특급,瓞,북치
짐,1급,朕,나
짐,1급,斟,짐작할
집,6급Ⅱ,集,모을
집,3급Ⅱ,執,잡을
집,2급,輯,모을
집,특급Ⅱ,潗,샘물솟을
집,특급Ⅱ,鏶,쇳조각
징,3급Ⅱ,徵,부를
징,3급,懲,징계할
징,1급,澄,맑을
차,4급Ⅱ,次,버금
차,4급,差,다를
차,3급Ⅱ,此,이
차,3급Ⅱ,借,빌
차,3급,且,또
차,2급,遮,가릴
차,1급,叉,갈래
차,1급,嗟,탄식할
차,1급,蹉,미끄러질
차,특급Ⅱ,箚,글
차,특급Ⅱ,磋,갈磨
차,특급Ⅱ,侘,자랑할
차,특급Ⅱ,嵯,산높고험할
차,특급,瑳,옥빛
차,특급,佌,작을
차,특급,泚,물맑을
차,특급,佽,도울
착,5급Ⅱ,着,붙을
착,3급Ⅱ,錯,어긋날
착,3급,捉,잡을
착,1급,搾,짤
착,1급,窄,좁을
착,1급,鑿,뚫을
착,특급Ⅱ,齪,악착할
착,특급,斮,벨
착,특급,斲,깎을
찬,4급,讚,기릴
찬,3급Ⅱ,贊,도울
찬,2급,餐,밥
찬,2급,瓚,옥잔
찬,2급,鑽,뚫을
찬,2급,璨,옥빛
찬,2급,燦,빛날
찬,1급,撰,지을
찬,1급,纂,모을
찬,1급,饌,반찬
찬,1급,篡,빼앗을
찬,특급Ⅱ,竄,도망할
찬,특급Ⅱ,簒,빼앗을篡
찬,특급Ⅱ,澯,맑을
찬,특급Ⅱ,纘,이을
찬,특급Ⅱ,粲,선명할
찬,특급,爨,불땔
찬,특급,巑,높이솟을
찬,특급,湌,먹을
찰,4급Ⅱ,察,살필
찰,2급,刹,절
찰,2급,札,편지
찰,1급,擦,문지를
찰,특급Ⅱ,紮,묶을
찰,특급,扎,뽑을
참,5급Ⅱ,參,참여할
참,3급,慙,부끄러울
참,3급,慘,참혹할
참,2급,斬,벨
참,1급,塹,구덩이
참,1급,站,역(驛)마을
참,1급,僭,주제넘을
참,1급,懺,뉘우칠
참,1급,讒,참소할
참,1급,讖,예언
참,특급,憯,마음아플
참,특급,譖,참소할
참,특급,毚,약은토끼
창,6급Ⅱ,窓,창
창,5급,唱,부를
창,4급Ⅱ,創,비롯할
창,3급Ⅱ,昌,창성할
창,3급Ⅱ,蒼,푸를
창,3급Ⅱ,倉,곳집
창,3급,暢,화창할
창,2급,滄,큰바다
창,2급,彰,드러날
창,2급,敞,시원할
창,2급,昶,해길
창,1급,槍,창
창,1급,脹,부을
창,1급,娼,창녀
창,1급,猖,미쳐날뛸
창,1급,廠,공장
창,1급,瘡,부스럼
창,1급,倡,광대
창,1급,艙,부두
창,1급,菖,창포
창,1급,愴,슬플
창,1급,漲,넘칠
창,특급,搶,빼앗을
창,특급,瑲,옥소리
창,특급,蹌,추창할
창,특급,窗,창
창,특급,鶬,왜가리
창,특급,悵,슬플
창,특급,鬯,향풀
창,특급,韔,활집
채,4급,採,캘
채,3급Ⅱ,債,빚
채,3급Ⅱ,彩,채색
채,3급Ⅱ,菜,나물
채,2급,埰,사패지(賜牌地)
채,2급,采,풍채
채,2급,蔡,성(姓)
채,1급,寨,목책(木柵)
채,특급Ⅱ,綵,비단
채,특급Ⅱ,寀,채지
채,특급Ⅱ,釵,비녀
채,특급Ⅱ,砦,목책
채,특급,瘥,병나을
채,특급,瘵,허로병
채,특급,蠆,벌(蜂)
책,5급Ⅱ,責,꾸짖을
책,4급,冊,책
책,3급Ⅱ,策,꾀
책,1급,柵,울타리
책,특급,簀,살평상
처,4급Ⅱ,處,곳
처,3급Ⅱ,妻,아내
처,2급,悽,슬퍼할
처,1급,凄,쓸쓸할
처,특급,萋,풀성할
척,3급Ⅱ,尺,자
척,3급Ⅱ,戚,친척
척,3급Ⅱ,拓,넓힐
척,3급,斥,물리칠
척,2급,隻,외짝
척,2급,陟,오를
척,1급,瘠,여윌
척,1급,滌,씻을
척,1급,脊,등마루
척,1급,擲,던질
척,특급Ⅱ,慽,근심할
척,특급Ⅱ,倜,얽매이지않을
척,특급Ⅱ,蹠,밟을
척,특급Ⅱ,剔,뼈바를
척,특급,坧,터
척,특급,蹢,머뭇거릴
척,특급,惕,두려워할
척,특급,蹐,잔걸음
척,특급,慼,근심할
척,특급,跖,발바닥
천,7급,千,일천
천,7급,天,하늘
천,7급,川,내
천,4급,泉,샘
천,3급Ⅱ,踐,밟을
천,3급Ⅱ,賤,천할
천,3급Ⅱ,淺,얕을
천,3급Ⅱ,遷,옮길
천,3급,薦,천거할
천,2급,釧,팔찌
천,1급,闡,밝힐
천,1급,穿,뚫을
천,1급,擅,멋대로할
천,1급,喘,숨찰
천,특급Ⅱ,玔,옥고리
천,특급Ⅱ,韆,그네
천,특급Ⅱ,仟,일천
천,특급Ⅱ,舛,어그러질
천,특급Ⅱ,阡,밭둑길
천,특급,梴,나무밋밋할
천,특급,遄,빠를
천,특급,幝,해진모양
천,특급,倩,아름다울
천,특급,俴,엷을
철,5급,鐵,쇠
철,3급Ⅱ,哲,밝을
철,3급Ⅱ,徹,통할
철,2급,撤,거둘
철,2급,澈,맑을
철,2급,喆,밝을
철,1급,轍,바퀴자국
철,1급,綴,엮을
철,1급,凸,볼록할
철,특급Ⅱ,輟,그칠
철,특급,歠,마실
철,특급,驖,구렁말
철,특급,惙,근심할
철,특급,啜,훌쩍거릴
철,특급,掇,주울
